word,sentiment
depict,Neutral
deplet,Negative
deplor,Negative
deploi,Neutral
depos,Negative
dePositive,Neutral
deprav,Negative
depreci,Negative
depress,Negative
depriv,Neutral
depth,Neutral
deputi,Neutral
derbi,Neutral
derid,Negative
deris,Negative
deriv,Neutral
derogatori,Negative
descend,Neutral
describ,Neutral
descript,Neutral
descri,Positive
desegreg,Neutral
desert,Neutral
deserv,Positive
deservedli,Positive
design,Neutral
desir,Positive
desk,Neutral
desol,Negative
despair,Negative
desper,Negative
despic,Negative
despis,Negative
despit,Neutral
despond,Neutral
despot,Neutral
dessert,Neutral
destin,Neutral
destini,Objective
destitut,Negative
destroi,Negative
destroy,Neutral
destruct,Neutral
detach,Neutral
detail,Neutral
detain,Negative
detect,Neutral
deter,Negative
determin,Neutral
determinist,Objective
deterr,Negative
detest,Negative
detract,Negative
detriment,Negative
devast,Negative
develop,Neutral
deviant,Neutral
deviat,Negative
devic,Neutral
devil,Negative
devilish,Negative
deviou,Negative
devis,Neutral
devoid,Negative
devolv,Neutral
devot,Positive
devout,Positive
dexter,Positive
diabol,Negative
diagnosi,Neutral
dialect,Neutral
dialogu,Neutral
diamet,Objective
dice,Neutral
dictat,Negative
dictatori,Negative
dictatorship,Neutral
diction,Neutral
dictionari,Neutral
did,Neutral
die,Neutral
diet,Neutral
differ,Negative
differenti,Neutral
difficult,Negative
difficulti,Negative
dig,Positive
digit,Neutral
dignifi,Positive
digniti,Positive
dilemma,Negative
dilig,Neutral
dim,Negative
dimens,Neutral
diminish,Neutral
din,Negative
ding,Neutral
dinner,Neutral
dip,Neutral
diplomaci,Neutral
diplomat,Neutral
dipper,Neutral
dire,Negative
direct,Neutral
director,Neutral
dirt,Negative
dirti,Negative
disabl,Neutral
disadvantag,Negative
disagre,Neutral
disagr,Negative
disappear,Objective
disappoint,Negative
disapprov,Negative
disarm,Negative
disarma,Neutral
disast,Negative
disastr,Negative
disavow,Negative
disbelief,Negative
disc,Neutral
discard,Neutral
discern,Positive
discharg,Negative
discipl,Neutral
disciplin,Neutral
disclaim,Negative
disclos,Neutral
disclosur,Neutral
discomfort,Negative
disconcert,Negative
discont,Negative
discontinu,Neutral
discord,Negative
discount,Neutral
discourag,Negative
discours,Neutral
discov,Neutral
discoveri,Neutral
discredit,Negative
discreet,Positive
discrep,Neutral
discret,Positive
discrimin,Negative
discriminatori,Neutral
discuss,Positive
disdain,Negative
diseas,Negative
disgrac,Negative
disguis,Negative
disgust,Negative
dish,Neutral
dishearten,Negative
dishonest,Negative
dishonor,Negative
disillus,Neutral
disingenu,Negative
disinterest,Negative
dislik,Negative
dismal,Negative
dismai,Objective
dismiss,Negative
disobedi,Negative
disord,Negative
disorgan,Negative
dispel,Negative
dispens,Negative
dispers,Neutral
displac,Negative
displai,Neutral
displeas,Negative
displeasur,Negative
dispos,Negative
disPositive,Neutral
disproportion,Negative
disprov,Negative
disput,Negative
disregard,Negative
disrupt,Negative
dissatisfact,Negative
dissatisfi,Negative
dissemin,Neutral
dissens,Neutral
dissent,Negative
dissimilar,Neutral
dissolut,Negative
dissolv,Neutral
distanc,Neutral
distant,Neutral
distinct,Positive
distingiush,Neutral
distinguish,Positive
distort,Negative
distract,Negative
distress,Negative
distribut,Neutral
distributor,Neutral
district,Neutral
distrust,Neutral
disturb,Negative
disunion,Neutral
disun,Neutral
ditch,Neutral
diurnal,Neutral
dive,Neutral
diver,Neutral
divers,Negative
divert,Negative
divid,Negative
divin,Positive
divis,Negative
divorc,Negative
dizzi,Negative
do,Neutral
doctor,Neutral
doctrin,Neutral
document,Neutral
doer,Neutral
dog,Neutral
dogma,Neutral
dogmat,Neutral
doldrum,Negative
doll,Neutral
dollar,Neutral
dolli,Neutral
domain,Neutral
domest,Neutral
domin,Positive
dominican,Objective
dominicanrepubl,Neutral
dominion,Neutral
don't,Neutral
donat,Positive
done,Objective
doom,Negative
doomsdai,Negative
door,Neutral
doorwai,Neutral
dope,Negative
dote,Positive
doubl,Neutral
doubt,Negative
doubtless,Positive
down,Neutral
downcast,Negative
downfal,Negative
downheart,Negative
downtown,Neutral
dozen,Neutral
dr,Neutral
dr.,Neutral
drab,Negative
draft,Neutral
drag,Negative
drain,Neutral
drama,Neutral
dramat,Neutral
drank,Neutral
drastic,Neutral
draw,Neutral
drawn,Neutral
dread,Negative
dream,Neutral
dreamer,Neutral
dreamland,Positive
dreamt,Neutral
dreari,Negative
dress,Neutral
dresser,Neutral
drew,Neutral
drift,Objective
drifter,Neutral
drill,Neutral
drink,Neutral
drinker,Neutral
drip,Neutral
drive,Neutral
drivein,Neutral
driven,Neutral
driver,Objective
drivewai,Neutral
drizzl,Objective
droop,Negative
drop,Negative
drought,Negative
drove,Neutral
drown,Negative
drowsi,Negative
drug,Neutral
drum,Neutral
drunk,Negative
drunkard,Negative
drunken,Negative
dry,Objective
dryer,Neutral
dual,Neutral
dubiou,Negative
duct,Neutral
due,Neutral
dug,Neutral
dull,Negative
dumb,Negative
dump,Negative
dunc,Negative
dungeon,Negative
duplic,Objective
durabl,Positive
durat,Objective
dure,Neutral
dusk,Neutral
dust,Neutral
dusti,Neutral
duti,Negative
dwell,Neutral
dwindl,Negative
dy,Negative
dynam,Positive
dynasti,Neutral
each,Neutral
eager,Positive
eagl,Neutral
ear,Objective
earliest,Neutral
earli,Neutral
earn,Neutral
earner,Neutral
earnest,Positive
earth,Neutral
earthquak,Neutral
eas,Positive
easiest,Neutral
east,Neutral
eastgermani,Neutral
eastwest,Neutral
easter,Neutral
eastern,Neutral
easterneurop,Neutral
easi,Positive
eat,Neutral
eaten,Neutral
eater,Neutral
eccentr,Negative
ecclesiast,Neutral
echo,Neutral
econom,Neutral
economist,Neutral
economi,Neutral
ecsc,Neutral
ecstasi,Positive
ecstat,Positive
ecuador,Neutral
ecumen,Neutral
edc,Neutral
edg,Neutral
edibl,Positive
edinburgh,Neutral
edit,Neutral
editor,Neutral
editori,Neutral
educ,Neutral
eec,Neutral
effect,Neutral
efficaci,Positive
effici,Positive
effort,Neutral
efta,Neutral
egg,Neutral
ego,Neutral
egotist,Negative
egypt,Neutral
eight,Neutral
eighteen,Neutral
eighteenth,Neutral
eighth,Neutral
eighti,Objective
either,Neutral
elsalvador,Neutral
elabor,Positive
elaps,Objective
elast,Neutral
elat,Positive
elder,Neutral
elderli,Neutral
eldest,Neutral
elect,Neutral
elector,Neutral
electr,Neutral
electron,Neutral
eleg,Positive
element,Neutral
elementari,Neutral
eleph,Neutral
elev,Neutral
eleven,Neutral
elig,Neutral
elimin,Negative
elit,Neutral
elong,Objective
eloqu,Positive
els,Neutral
elsewher,Neutral
emancip,Neutral
emascul,Neutral
embark,Neutral
embarrass,Negative
embassi,Neutral
embellish,Positive
embitt,Neutral
embodi,Neutral
embrac,Positive
emerg,Neutral
emin,Positive
emissari,Neutral
emot,Neutral
empathi,Positive
emperor,Neutral
emphasi,Neutral
emphasis,Neutral
emphas,Neutral
emphat,Neutral
empir,Neutral
emploi,Neutral
employe,Neutral
employ,Neutral
empow,Positive
empower,Positive
empti,Negative
enabl,Positive
enact,Neutral
enchant,Positive
enclos,Neutral
encompass,Neutral
encount,Neutral
encourag,Positive
encroach,Negative
end,Neutral
endang,Negative
endear,Positive
endeavor,Neutral
endless,Neutral
endors,Positive
endow,Positive
endur,Positive
enemi,Negative
energet,Positive
energ,Positive
energi,Neutral
enforc,Negative
enfranchis,Neutral
engag,Neutral
engin,Neutral
england,Neutral
english,Neutral
engulf,Negative
enhanc,Positive
enjoi,Positive
enjoy,Positive
enlarg,Neutral
enlighten,Positive
enlist,Neutral
enorm,Neutral
enough,Neutral
enrag,Negative
enrich,Positive
enrol,Neutral
ensembl,Positive
enslav,Negative
ensur,Positive
entail,Neutral
entangl,Negative
enter,Neutral
enterpris,Neutral
entertain,Positive
enthusiasm,Positive
enthusiast,Positive
entir,Neutral
entitl,Neutral
entiti,Neutral
entranc,Neutral
entreat,Negative
entrepreneuri,Positive
entropi,Neutral
entrust,Positive
entri,Neutral
enunci,Neutral
enviou,Negative
environ,Neutral
environment,Neutral
envisag,Neutral
envis,Positive
envoi,Neutral
envi,Negative
epidem,Negative
epithet,Negative
equal,Neutral
equat,Objective
equilibrium,Neutral
equip,Neutral
equit,Positive
equiti,Positive
equival,Neutral
equivoc,Negative
era,Neutral
erad,Negative
eras,Negative
erect,Neutral
erod,Negative
eros,Negative
err,Negative
erron,Negative
error,Negative
escap,Neutral
escort,Neutral
esoter,Negative
especi,Neutral
esplanad,Neutral
essai,Neutral
essenc,Neutral
essenti,Positive
establish,Positive
estat,Neutral
esteem,Positive
estim,Neutral
estrang,Neutral
etc,Neutral
etc.,Neutral
etern,Neutral
ethic,Positive
ethiopia,Neutral
ethnic,Neutral
etho,Neutral
etiquett,Positive
etran,Neutral
euratom,Neutral
europ,Neutral
european,Neutral
evacu,Neutral
evad,Negative
evalu,Neutral
evangel,Neutral
evas,Negative
even,Neutral
event,Neutral
eventu,Neutral
ever,Neutral
everlast,Positive
everi,Neutral
everybodi,Neutral
everydai,Neutral
everyon,Neutral
everyth,Neutral
everywher,Neutral
evict,Negative
evid,Neutral
evil,Negative
evok,Neutral
evolut,Neutral
evolutionari,Neutral
evolv,Neutral
exact,Positive
exagger,Neutral
exalt,Positive
exam,Neutral
examin,Neutral
exampl,Neutral
exasper,Negative
exce,Neutral
excel,Positive
except,Neutral
excerpt,Neutral
excess,Negative
exchang,Neutral
exchequ,Neutral
excit,Positive
excited,Positive
exclaim,Neutral
exclam,Neutral
exclud,Negative
exclus,Negative
excommun,Negative
excus,Neutral
execut,Negative
exemplari,Neutral
exempt,Negative
exercis,Neutral
exert,Neutral
exhaust,Negative
exhibit,Neutral
exhilar,Positive
exig,Neutral
exil,Negative
exist,Neutral
exit,Negative
exot,Positive
expand,Neutral
expans,Neutral
expect,Neutral
expedi,Neutral
expedit,Neutral
expel,Negative
expend,Neutral
expenditur,Neutral
expens,Negative
experi,Positive
experienc,Neutral
experienti,Neutral
experiment,Neutral
expert,Positive
expir,Neutral
explain,Neutral
explan,Neutral
explicit,Neutral
explod,Negative
exploit,Neutral
explor,Neutral
exploratori,Neutral
explos,Negative
export,Neutral
expos,Negative
express,Neutral
expuls,Neutral
exquisit,Positive
extend,Neutral
extens,Neutral
extent,Neutral
extermin,Negative
extern,Neutral
extinct,Negative
extinguish,Negative
extol,Positive
extra,Neutral
extraordinari,Positive
extrapol,Neutral
extravag,Positive
extrem,Neutral
exuber,Positive
exult,Positive
ey,Neutral
eyebrow,Neutral
eyelid,Neutral
fabric,Neutral
fabul,Positive
face,Neutral
facial,Neutral
facilit,Positive
facil,Neutral
fact,Neutral
faction,Neutral
factor,Neutral
factori,Objective
factual,Positive
faculti,Neutral
fade,Neutral
fail,Negative
failur,Negative
faint,Negative
fair,Positive
faith,Positive
fake,Negative
fall,Neutral
fallaci,Negative
fallen,Neutral
fallout,Negative
fals,Negative
falsehood,Negative
falter,Negative
fame,Positive
familiar,Positive
famili,Neutral
famin,Negative
famish,Negative
famou,Positive
fan,Neutral
fanat,Negative
fanci,Positive
fantast,Positive
fantasi,Positive
far,Neutral
farreach,Neutral
farc,Negative
fare,Neutral
farewel,Neutral
farm,Neutral
farmer,Neutral
farsight,Positive
farther,Neutral
fascin,Neutral
fascist,Negative
fashion,Neutral
fast,Neutral
fasten,Neutral
fat,Negative
fatal,Negative
fatalist,Negative
fate,Neutral
father,Neutral
fathom,Neutral
fatigu,Negative
fault,Negative
favor,Positive
favorit,Positive
favour,Neutral
favourit,Neutral
fear,Negative
fearless,Positive
fearsom,Negative
feasibl,Positive
feast,Positive
feather,Neutral
featur,Neutral
februari,Neutral
fed,Neutral
feder,Neutral
fee,Neutral
feebl,Negative
feed,Neutral
feel,Neutral
feeler,Neutral
feet,Neutral
feign,Negative
feint,Negative
fell,Neutral
fellow,Neutral
fellowship,Positive
felt,Neutral
femal,Neutral
feminin,Neutral
fenc,Neutral
feroci,Negative
feroc,Negative
fertil,Positive
fertilis,Neutral
fervent,Positive
fervor,Positive
festiv,Positive
fetch,Neutral
feud,Negative
feudal,Negative
fever,Negative
feverish,Negative
few,Neutral
fiasco,Negative
fiber,Neutral
fibergla,Neutral
fibr,Neutral
fibreglass,Neutral
fickl,Negative
fiction,Neutral
fidel,Positive
fidget,Negative
field,Neutral
fiend,Negative
fierc,Negative
fieri,Positive
fifteen,Neutral
fifteenth,Neutral
fifth,Neutral
fiftieth,Neutral
fifti,Objective
fig,Objective
fight,Negative
fighter,Negative
figur,Neutral
file,Neutral
filial,Positive
fill,Neutral
filli,Neutral
film,Neutral
filth,Negative
filthi,Negative
final,Neutral
financ,Neutral
financi,Neutral
find,Neutral
fine,Positive
finger,Neutral
finish,Neutral
fire,Negative
firm,Neutral
first,Neutral
fiscal,Neutral
fish,Neutral
fission,Neutral
fist,Negative
fit,Neutral
five,Neutral
fix,Neutral
fixat,Neutral
flag,Neutral
flagrant,Negative
flair,Positive
flame,Neutral
flash,Neutral
flashlight,Neutral
flashi,Positive
flat,Neutral
flatter,Positive
flatteri,Positive
flaunt,Positive
flavor,Neutral
flavour,Neutral
flaw,Negative
flawless,Positive
fled,Negative
flee,Negative
fleet,Neutral
flesh,Neutral
flew,Objective
flexibl,Positive
flight,Neutral
flimsi,Negative
flint,Neutral
flirt,Positive
float,Neutral
flood,Neutral
floor,Neutral
florida,Neutral
flounder,Negative
flourish,Positive
flow,Neutral
flower,Neutral
flown,Neutral
flu,Neutral
fluctuat,Objective
fluent,Positive
fluid,Neutral
flung,Objective
flux,Neutral
fly,Neutral
flyer,Neutral
foam,Neutral
focal,Neutral
focu,Neutral
foe,Negative
fog,Neutral
foggi,Neutral
foibl,Negative
fold,Neutral
folder,Neutral
folk,Neutral
folklor,Objective
folksi,Neutral
folktal,Neutral
follow,Neutral
fond,Positive
food,Neutral
fool,Negative
foolish,Negative
foot,Neutral
footbal,Neutral
for,Neutral
forbid,Negative
forbidden,Negative
forc,Neutral
forebod,Negative
forecast,Neutral
forego,Neutral
forehead,Neutral
foreign,Neutral
foremost,Positive
forerunn,Neutral
forese,Neutral
foresight,Positive
forest,Neutral
forestri,Neutral
forev,Neutral
forfeit,Negative
forgav,Positive
forget,Neutral
forgiv,Positive
forgiven,Positive
forgot,Neutral
forgotten,Neutral
fork,Neutral
forlorn,Negative
form,Neutral
formal,Neutral
format,Neutral
former,Neutral
formid,Negative
formula,Neutral
formul,Neutral
forsak,Negative
fort,Neutral
forth,Objective
forthcom,Neutral
forthwith,Neutral
fortif,Neutral
fortifi,Positive
fortitud,Positive
fortun,Positive
forti,Neutral
forum,Neutral
forward,Positive
fossil,Neutral
foster,Positive
fought,Negative
found,Neutral
foundat,Neutral
founder,Neutral
four,Objective
fourteen,Neutral
fourth,Neutral
fox,Neutral
fraction,Neutral
fractur,Negative
fragil,Negative
fragrant,Positive
frail,Neutral
frame,Neutral
framework,Neutral
franc,Neutral
franchis,Neutral
francisco,Neutral
frank,Positive
frantic,Negative
fratern,Neutral
fraud,Negative
fraudul,Negative
fraught,Negative
freak,Negative
free,Positive
freedom,Positive
freez,Neutral
freight,Neutral
french,Neutral
frequenc,Neutral
frequent,Neutral
fresh,Positive
freshman,Neutral
freshmen,Neutral
fret,Negative
friction,Neutral
fridai,Neutral
friend,Positive
friendli,Neutral
friendship,Positive
fright,Objective
frighten,Negative
frigid,Negative
fring,Neutral
frivol,Negative
frog,Neutral
frolic,Positive
from,Neutral
front,Neutral
frontier,Neutral
frown,Negative
frozen,Neutral
frugal,Positive
fruit,Neutral
fruition,Positive
fruitless,Negative
frustrat,Negative
fry,Neutral
fuck,Neutral
fuel,Neutral
fugit,Negative
fulfil,Neutral
full,Objective
fulltim,Neutral
fullest,Neutral
fumbl,Negative
fume,Neutral
fun,Positive
function,Neutral
fund,Neutral
fundament,Neutral
funer,Neutral
funni,Positive
fur,Neutral
furiou,Negative
furnac,Neutral
furnish,Neutral
furnitur,Neutral
further,Neutral
furthermor,Objective
furi,Negative
fuss,Negative
fussi,Negative
futil,Neutral
futur,Neutral
fuzzi,Neutral
gabon,Neutral
gaieti,Positive
gaili,Positive
gain,Positive
gainer,Neutral
gait,Neutral
gall,Negative
gallant,Positive
gallantri,Positive
galleri,Neutral
gallei,Neutral
gallon,Neutral
gambia,Neutral
gambl,Negative
game,Neutral
gang,Neutral
gape,Neutral
garag,Neutral
garden,Neutral
garment,Neutral
garnish,Positive
garrison,Objective
ga,Neutral
gash,Negative
gasket,Neutral
gasolin,Neutral
gasp,Neutral
gate,Neutral
gather,Neutral
gaudi,Negative
gaug,Neutral
gave,Neutral
gai,Positive
gaze,Neutral
gazett,Neutral
gear,Neutral
gener,Neutral
generalis,Neutral
generos,Positive
genet,Neutral
geneva,Neutral
genial,Positive
geniu,Positive
gentl,Positive
gentleman,Objective
gentlemen,Neutral
genuin,Positive
geograpghi,Neutral
geograph,Neutral
geometri,Neutral
georgia,Neutral
germ,Negative
german,Neutral
germani,Neutral
gestur,Neutral
get,Neutral
get_0,Neutral
ghana,Neutral
ghastli,Negative
ghetto,Negative
ghost,Neutral
giant,Neutral
giddi,Positive
gift,Positive
gigant,Neutral
gin,Neutral
ginger,Neutral
gingerli,Neutral
girl,Neutral
give,Positive
given,Neutral
giver,Neutral
glad,Positive
gladden,Positive
glamor,Positive
glamour,Positive
glanc,Neutral
gland,Neutral
glare,Negative
glass,Neutral
gleam,Positive
glean,Positive
glee,Positive
glen,Neutral
glimmer,Positive
glimps,Neutral
glisten,Positive
glitter,Positive
gloat,Negative
global,Neutral
globe,Neutral
gloom,Negative
gloomi,Negative
glorifi,Positive
gloriou,Positive
glori,Positive
glossi,Positive
glove,Neutral
glow,Positive
glue,Neutral
glum,Negative
go,Neutral
goal,Neutral
goat,Neutral
god,Neutral
goddamn,Negative
goddess,Neutral
godlik,Positive
godli,Positive
gold,Positive
golden,Positive
gone,Neutral
gonna,Neutral
good,Positive
goodbi,Neutral
goodwil,Objective
goodby,Positive
gorgeou,Positive
gospel,Neutral
gossip,Neutral
got,Neutral
gotten,Neutral
govern,Neutral
government,Neutral
governor,Neutral
grab,Negative
grace,Positive
graciou,Positive
grade,Objective
gradual,Objective
graduat,Neutral
grain,Neutral
grammar,Neutral
grand,Positive
grandchild,Neutral
grandchildren,Neutral
grandeur,Positive
grandfath,Neutral
grandma,Neutral
grandmoth,Neutral
grandpa,Neutral
granni,Neutral
grant,Neutral
granular,Neutral
grape,Neutral
grappl,Negative
grasp,Objective
grass,Neutral
grate,Positive
gratif,Positive
gratifi,Positive
gratitud,Positive
gratuit,Negative
grave,Negative
gravest,Neutral
gravit,Neutral
graviti,Neutral
grai,Neutral
greas,Neutral
great,Positive
greatcoat,Neutral
greatest,Neutral
greec,Neutral
greed,Neutral
greek,Neutral
green,Neutral
greet,Positive
grenad,Objective
grew,Neutral
grei,Neutral
grief,Negative
grievanc,Negative
griev,Negative
grievou,Neutral
grim,Negative
grin,Objective
grind,Neutral
grip,Neutral
grizzli,Negative
groin,Neutral
groom,Positive
gross,Objective
grotesqu,Negative
ground,Neutral
groundless,Neutral
group,Neutral
grove,Neutral
grow,Neutral
grower,Neutral
growl,Negative
grown,Neutral
growth,Neutral
grudg,Negative
gruff,Negative
grumbl,Negative
guarante,Positive
guarantor,Neutral
guard,Neutral
guardian,Positive
guardianship,Neutral
guatemala,Neutral
guerrilla,Negative
guess,Neutral
guest,Neutral
guidanc,Neutral
guid,Positive
guidelin,Neutral
guidepost,Neutral
guild,Neutral
guilt,Negative
guilti,Negative
guinea,Neutral
guis,Negative
guitar,Neutral
gulf,Neutral
gullibl,Negative
gulli,Neutral
gun,Negative
gunmen,Negative
gusto,Positive
gui,Neutral
gymnast,Neutral
habit,Neutral
habitu,Neutral
hack,Negative
hacknei,Negative
had,Neutral
haemoglobin,Neutral
hag,Negative
haggard,Negative
haggl,Neutral
hagu,Neutral
hair,Neutral
haiti,Neutral
half,Neutral
halfinch,Neutral
halfwai,Neutral
hall,Neutral
hallow,Positive
halt,Neutral
hamburg,Neutral
hammock,Neutral
hamper,Negative
hampshir,Neutral
hand,Neutral
hand_0,Neutral
hand_,Objective
handicap,Negative
handl,Objective
handsom,Positive
handi,Positive
hang,Neutral
hanger,Neutral
hanker,Neutral
haphazard,Negative
hapless,Negative
happen,Neutral
happi,Positive
harass,Negative
harbor,Neutral
harbour,Neutral
hard,Negative
harden,Neutral
hardest,Neutral
hardship,Negative
hardtack,Neutral
hardi,Positive
hare,Neutral
harm,Negative
harmless,Positive
harmoni,Positive
harmon,Neutral
har,Positive
harsh,Negative
harshest,Neutral
harvest,Neutral
ha,Neutral
hassl,Negative
hast,Neutral
hasten,Neutral
hat,Neutral
hate,Negative
hater,Negative
hatr,Negative
haughti,Negative
haunt,Negative
have,Neutral
haven,Positive
havoc,Negative
hawaii,Neutral
hai,Neutral
hazard,Negative
haze,Neutral
hazi,Negative
he,Neutral
head,Neutral
headach,Negative
headlight,Neutral
headquart,Objective
heal,Positive
health,Positive
healthi,Positive
heap,Neutral
hear,Neutral
heard,Neutral
hearer,Neutral
heart,Objective
heartili,Positive
heartless,Negative
heat,Neutral
heater,Objective
heaven,Positive
heavenli,Positive
heavi,Neutral
hectic,Negative
hedg,Negative
hedonist,Negative
heed,Neutral
heedless,Negative
heel,Neutral
hegemoni,Neutral
height,Neutral
heighten,Neutral
heinou,Negative
heir,Objective
held,Neutral
hell,Negative
help,Positive
helper,Neutral
helpless,Negative
hemispher,Neutral
hemoglobin,Neutral
hen,Neutral
henc,Neutral
her,Neutral
herd,Neutral
here,Neutral
herebi,Neutral
hereditari,Neutral
heresi,Neutral
heretofor,Neutral
herewith,Neutral
heritag,Neutral
hero,Positive
heroic,Positive
heroin,Neutral
heroism,Positive
herself,Neutral
hesit,Neutral
hiatu,Neutral
hid,Neutral
hidden,Neutral
hide,Neutral
hideou,Negative
hierarchi,Neutral
high,Neutral
highlight,Positive
highwai,Neutral
hilari,Positive
hill,Neutral
hillsid,Neutral
hilli,Neutral
him,Objective
himself,Neutral
hind,Neutral
hinder,Negative
hindranc,Negative
hing,Neutral
hip,Neutral
hire,Neutral
hi,Neutral
historian,Neutral
histor,Neutral
histori,Neutral
hit,Negative
hitherto,Neutral
hoard,Negative
hobbl,Negative
hold,Objective
holder,Neutral
hole,Neutral
holidai,Neutral
holland,Neutral
hollow,Negative
holli,Neutral
holi,Positive
homag,Positive
home,Positive
homeward,Neutral
homogen,Neutral
hondura,Neutral
honest,Positive
honei,Neutral
honeymoon,Positive
hongkong,Neutral
honor,Positive
honour,Neutral
hop,Neutral
hope,Positive
hopeless,Negative
hord,Negative
horizon,Neutral
horizont,Neutral
horn,Neutral
horribl,Negative
horrid,Negative
horrifi,Neutral
horror,Negative
hors,Neutral
horsemen,Neutral
horticultur,Neutral
hospit,Positive
host,Neutral
hostess,Neutral
hostil,Negative
hot,Neutral
hotel,Neutral
hour,Neutral
hous,Neutral
household,Neutral
housekeep,Neutral
how,Neutral
howev,Neutral
huddl,Neutral
hug,Positive
huge,Objective
hull,Neutral
human,Positive
humanitarian,Positive
humbl,Positive
humid,Neutral
humili,Negative
humil,Positive
humor,Positive
humour,Neutral
hunch,Neutral
hundr,Neutral
hundredth,Neutral
hung,Neutral
hungari,Neutral
hunger,Negative
hungri,Negative
hunt,Negative
hunter,Negative
hurl,Neutral
hurrah,Neutral
hurrican,Neutral
hurri,Neutral
hurt,Negative
hurtl,Neutral
husband,Neutral
hustl,Negative
hustler,Negative
hut,Neutral
hydrogen,Neutral
hygien,Positive
hymn,Neutral
hypocrisi,Negative
hypocrit,Negative
hypothesi,Neutral
hysteria,Negative
hyster,Negative
i,Neutral
i'm,Neutral
ic,Neutral
iceland,Neutral
ici,Neutral
idaho,Neutral
idea,Neutral
ideal,Positive
ident,Neutral
identif,Neutral
identifi,Neutral
ideolog,Neutral
idiot,Negative
idl,Objective
idol,Positive
if,Neutral
ignit,Neutral
ignobl,Negative
ignor,Negative
ill,Negative
illdefin,Neutral
illeg,Negative
illinoi,Neutral
illiter,Negative
illog,Negative
illumin,Positive
illus,Neutral
illuss,Neutral
illustr,Neutral
illustri,Positive
imag,Neutral
imageri,Neutral
imagin,Neutral
imaginari,Neutral
imit,Neutral
immacul,Positive
immatur,Negative
immediaci,Neutral
immedi,Neutral
immens,Neutral
immigr,Neutral
immin,Neutral
immobl,Negative
immoder,Neutral
immor,Negative
immort,Positive
immov,Negative
impact,Neutral
impair,Negative
imparti,Positive
impass,Neutral
impati,Negative
imped,Negative
impedi,Negative
impel,Neutral
imper,Positive
impercept,Neutral
imperfect,Negative
imperi,Neutral
imperialist,Neutral
imperish,Neutral
imperson,Negative
impervi,Positive
impetu,Negative
implaus,Neutral
implement,Neutral
implic,Negative
implor,Negative
impli,Neutral
import,Neutral
impos,Negative
imPositive,Neutral
imposs,Neutral
impostor,Neutral
impostur,Neutral
impot,Neutral
impoverish,Neutral
impract,Neutral
imprecis,Negative
impress,Positive
imprison,Negative
improb,Neutral
improp,Negative
improv,Positive
impuls,Neutral
impun,Positive
impur,Negative
imput,Neutral
in,Neutral
inabl,Negative
inaccess,Negative
inaccuraci,Negative
inadequaci,Neutral
inadequ,Negative
inan,Negative
inat,Neutral
inaugur,Positive
inc.,Neutral
incalcul,Neutral
incap,Negative
incapac,Neutral
incent,Neutral
incess,Negative
incest,Neutral
inch,Neutral
incid,Neutral
incident,Neutral
incipi,Neutral
inclin,Neutral
includ,Neutral
incom,Neutral
incompar,Neutral
incompat,Negative
incompet,Negative
incomplet,Neutral
inconceiv,Neutral
inconsider,Neutral
inconsist,Negative
incontest,Neutral
inconveni,Neutral
incorpor,Neutral
incorrect,Negative
increas,Neutral
incred,Neutral
incumb,Neutral
incur,Neutral
indebt,Neutral
indec,Negative
indecis,Neutral
inde,Neutral
indefinit,Negative
indemn,Neutral
independ,Positive
indescrib,Positive
indetermin,Negative
index,Neutral
india,Neutral
indian,Neutral
indiana,Neutral
indic,Neutral
indict,Negative
indi,Neutral
indiffer,Negative
indign,Neutral
indirect,Neutral
indispens,Positive
indisput,Neutral
indistinct,Neutral
indistinguish,Neutral
individu,Neutral
indivis,Neutral
indochina,Neutral
indomit,Positive
indonesia,Neutral
induc,Neutral
indulg,Negative
industri,Neutral
ineffect,Negative
ineffectu,Negative
ineffici,Negative
inept,Neutral
inequ,Negative
inequit,Neutral
inestim,Neutral
inetran,Neutral
inevit,Neutral
inexact,Negative
inexcus,Neutral
inexpedi,Neutral
inexpens,Positive
inexplic,Negative
infal,Positive
infam,Negative
infant,Neutral
infantri,Neutral
infect,Negative
infer,Positive
inferior,Negative
infest,Negative
infiltr,Negative
infinit,Neutral
infirm,Neutral
inflam,Negative
inflat,Neutral
inflationari,Neutral
inflex,Neutral
inflict,Negative
influenc,Neutral
influenti,Neutral
influx,Neutral
inform,Positive
infract,Negative
infrequ,Neutral
infring,Negative
infuri,Negative
ingeni,Positive
ingenu,Positive
ingratitud,Negative
inhabit,Neutral
inher,Neutral
inherit,Positive
inhibit,Negative
inhuman,Negative
initi,Neutral
inject,Neutral
injunct,Negative
injur,Negative
injuri,Negative
injustic,Neutral
inland,Neutral
inner,Neutral
innoc,Positive
innov,Positive
innumer,Neutral
inordin,Neutral
inquir,Neutral
inquiri,Neutral
inquisit,Positive
insan,Negative
insect,Neutral
insecur,Negative
insens,Negative
insepar,Positive
insert,Neutral
insid,Neutral
insidi,Negative
insight,Positive
insignific,Negative
insinu,Negative
insist,Neutral
insol,Negative
insolu,Neutral
inspect,Objective
inspir,Positive
instabl,Negative
instal,Neutral
instanc,Neutral
instant,Neutral
instantli,Neutral
instead,Neutral
instig,Neutral
instinct,Neutral
instinctu,Neutral
institut,Neutral
instruct,Neutral
instructor,Neutral
